timestamp,admissions,discharges,staff_count,flu_cases,bed_occupancy
2019-04-28 20:00:00,26,23,47,5,87.55
2019-04-28 21:00:00,18,15,37,2,77.02
2019-04-28 22:00:00,26,22,52,5,87.35
2019-04-28 23:00:00,27,23,53,3,84.32
2019-04-29 00:00:00,24,21,47,6,86.21
2019-04-29 01:00:00,19,18,45,2,72.53
2019-04-29 02:00:00,28,28,40,5,75.98
2019-04-29 03:00:00,21,18,34,3,79.07
2019-04-29 04:00:00,25,23,47,0,80.47
2019-04-29 05:00:00,19,16,50,2,81.88
2019-04-29 06:00:00,25,25,44,4,78.69
2019-04-29 07:00:00,29,26,46,4,80.55
2019-04-29 08:00:00,22,22,40,2,71.0
2019-04-29 09:00:00,18,17,46,1,83.78
2019-04-29 10:00:00,18,17,50,2,75.32
2019-04-29 11:00:00,23,19,47,3,86.02
2019-04-29 12:00:00,29,28,40,5,71.93
2019-04-29 13:00:00,32,29,42,8,83.6
2019-04-29 14:00:00,34,32,48,5,81.7
2019-04-29 15:00:00,19,16,42,3,82.11
2019-04-29 16:00:00,14,13,53,1,75.4
2019-04-29 17:00:00,24,22,56,2,87.99
2019-04-29 18:00:00,23,22,43,2,80.67
2019-04-29 19:00:00,28,28,58,6,73.53
2019-04-29 20:00:00,27,24,45,6,87.25
2019-04-29 21:00:00,18,16,50,2,76.53
2019-04-29 22:00:00,16,12,46,2,81.33
2019-04-29 23:00:00,30,28,45,6,86.72
2019-04-30 00:00:00,20,18,38,2,81.85
2019-04-30 01:00:00,23,21,44,4,74.21
2019-04-30 02:00:00,24,20,53,4,75.81
2019-04-30 03:00:00,16,14,47,0,77.11
2019-04-30 04:00:00,23,20,45,3,82.81
2019-04-30 05:00:00,24,22,44,1,82.11
2019-04-30 06:00:00,28,27,48,7,89.78
2019-04-30 07:00:00,21,19,45,2,74.28
2019-04-30 08:00:00,25,23,47,6,86.29
2019-04-30 09:00:00,31,27,44,6,88.04
2019-04-30 10:00:00,15,15,43,0,86.08
2019-04-30 11:00:00,22,18,39,4,76.5
2019-04-30 12:00:00,21,17,53,7,81.02
2019-04-30 13:00:00,23,21,39,2,81.78
2019-04-30 14:00:00,23,23,46,2,78.13
2019-04-30 15:00:00,27,23,42,4,84.07
2019-04-30 16:00:00,27,26,42,11,80.39
2019-04-30 17:00:00,17,17,42,4,86.2
2019-04-30 18:00:00,22,18,41,6,87.01
2019-04-30 19:00:00,24,22,46,6,73.93
2019-04-30 20:00:00,21,20,49,0,81.45
2019-04-30 21:00:00,26,26,48,6,73.56
2019-04-30 22:00:00,13,12,35,2,72.62
2019-04-30 23:00:00,15,12,50,2,81.79
2019-05-01 00:00:00,22,18,48,0,76.85
2019-05-01 01:00:00,27,25,42,4,88.07
2019-05-01 02:00:00,15,12,48,4,80.38
2019-05-01 03:00:00,19,17,50,1,88.88
2019-05-01 04:00:00,17,13,43,3,84.77
2019-05-01 05:00:00,22,19,41,6,81.25
2019-05-01 06:00:00,28,28,53,7,78.28
2019-05-01 07:00:00,25,22,54,1,75.4
2019-05-01 08:00:00,21,21,49,0,70.72
2019-05-01 09:00:00,31,31,51,5,78.35
2019-05-01 10:00:00,18,16,45,4,82.75
2019-05-01 11:00:00,30,29,50,4,84.82
2019-05-01 12:00:00,29,28,34,4,86.08
2019-05-01 13:00:00,21,21,48,2,72.62
2019-05-01 14:00:00,26,22,48,4,84.78
2019-05-01 15:00:00,26,25,48,8,78.61
2019-05-01 16:00:00,20,19,47,2,90.0
2019-05-01 17:00:00,19,15,47,1,94.01
2019-05-01 18:00:00,15,13,42,0,87.25
2019-05-01 19:00:00,31,31,55,6,76.92
2019-05-01 20:00:00,19,16,53,1,72.73
2019-05-01 21:00:00,23,20,56,2,77.07
2019-05-01 22:00:00,17,17,42,3,79.77
2019-05-01 23:00:00,19,17,48,1,84.21
2019-05-02 00:00:00,25,22,49,0,79.99
2019-05-02 01:00:00,30,29,34,6,82.41
2019-05-02 02:00:00,30,28,44,2,85.62
2019-05-02 03:00:00,25,21,46,1,88.72
2019-05-02 04:00:00,24,24,46,6,74.34
2019-05-02 05:00:00,25,22,41,3,82.27
2019-05-02 06:00:00,22,22,50,4,81.78
2019-05-02 07:00:00,24,20,46,5,78.97
2019-05-02 08:00:00,29,26,42,8,83.15
2019-05-02 09:00:00,21,21,48,5,85.58
2019-05-02 10:00:00,20,16,40,1,89.9
2019-05-02 11:00:00,27,26,46,1,66.82
2019-05-02 12:00:00,25,21,44,5,84.35
2019-05-02 13:00:00,17,15,45,1,82.87
2019-05-02 14:00:00,21,19,41,1,85.39
2019-05-02 15:00:00,21,17,39,1,86.52
2019-05-02 16:00:00,16,15,39,6,79.28
2019-05-02 17:00:00,21,21,38,0,78.96
2019-05-02 18:00:00,18,18,45,3,82.1
2019-05-02 19:00:00,15,14,47,2,75.56
2019-05-02 20:00:00,18,15,46,0,81.12
2019-05-02 21:00:00,23,19,41,1,82.59
2019-05-02 22:00:00,21,19,39,0,78.58
2019-05-02 23:00:00,36,34,47,4,75.23
2019-05-03 00:00:00,29,27,47,1,82.22
2019-05-03 01:00:00,17,17,50,4,82.97
2019-05-03 02:00:00,29,29,39,3,84.16
2019-05-03 03:00:00,27,26,44,2,82.28
2019-05-03 04:00:00,17,14,47,4,81.24
2019-05-03 05:00:00,26,22,37,4,83.7
2019-05-03 06:00:00,23,21,44,4,77.19
2019-05-03 07:00:00,27,26,36,5,84.08
2019-05-03 08:00:00,29,26,42,8,70.34
2019-05-03 09:00:00,30,30,51,10,77.43
2019-05-03 10:00:00,20,18,55,3,82.92
2019-05-03 11:00:00,25,21,45,5,79.29
2019-05-03 12:00:00,23,21,46,8,80.24
2019-05-03 13:00:00,23,21,45,0,81.05
2019-05-03 14:00:00,17,13,49,2,78.89
2019-05-03 15:00:00,27,26,49,4,76.39
2019-05-03 16:00:00,23,19,37,2,85.65
2019-05-03 17:00:00,25,21,47,3,86.39
2019-05-03 18:00:00,26,26,38,1,77.98
2019-05-03 19:00:00,31,30,50,1,76.92
2019-05-03 20:00:00,14,13,50,1,80.66
2019-05-03 21:00:00,21,18,37,4,76.16
2019-05-03 22:00:00,25,22,50,3,76.57
2019-05-03 23:00:00,32,32,39,7,76.15
2019-05-04 00:00:00,10,10,44,0,86.46
2019-05-04 01:00:00,16,13,38,3,78.59
2019-05-04 02:00:00,37,34,47,4,84.92
2019-05-04 03:00:00,22,21,52,3,74.37
2019-05-04 04:00:00,31,28,44,6,80.3
2019-05-04 05:00:00,18,14,42,2,86.31
2019-05-04 06:00:00,19,17,44,4,82.1
2019-05-04 07:00:00,31,27,52,3,80.38
2019-05-04 08:00:00,25,22,50,5,81.12
2019-05-04 09:00:00,21,19,51,2,90.46
2019-05-04 10:00:00,32,32,44,5,87.84
2019-05-04 11:00:00,18,15,34,2,79.81
2019-05-04 12:00:00,25,22,36,3,80.58
2019-05-04 13:00:00,27,27,44,3,82.39
2019-05-04 14:00:00,27,24,37,3,87.46
2019-05-04 15:00:00,30,28,48,4,92.02
2019-05-04 16:00:00,30,30,43,3,71.78
2019-05-04 17:00:00,13,13,35,1,80.43
2019-05-04 18:00:00,20,19,46,1,76.35
2019-05-04 19:00:00,20,17,41,3,86.21
2019-05-04 20:00:00,24,23,43,3,81.17
2019-05-04 21:00:00,24,22,50,4,84.84
2019-05-04 22:00:00,26,24,51,1,85.18
2019-05-04 23:00:00,26,26,51,7,84.17
2019-05-05 00:00:00,25,24,48,3,80.87
2019-05-05 01:00:00,22,19,53,0,84.61
2019-05-05 02:00:00,24,22,43,2,74.68
2019-05-05 03:00:00,19,18,44,5,73.86
2019-05-05 04:00:00,25,25,41,6,84.62
2019-05-05 05:00:00,22,18,45,4,82.49
2019-05-05 06:00:00,9,9,45,2,79.2
2019-05-05 07:00:00,14,14,45,4,77.65
2019-05-05 08:00:00,25,24,44,3,78.93
2019-05-05 09:00:00,24,20,49,3,82.26
2019-05-05 10:00:00,13,10,45,1,77.42
2019-05-05 11:00:00,35,35,44,2,81.93
2019-05-05 12:00:00,22,22,47,3,79.38
2019-05-05 13:00:00,21,17,38,5,83.92
2019-05-05 14:00:00,22,19,39,7,84.2
2019-05-05 15:00:00,25,25,43,4,70.37
2019-05-05 16:00:00,17,17,48,1,85.0
2019-05-05 17:00:00,26,25,45,2,75.96
2019-05-05 18:00:00,22,21,43,5,75.44
2019-05-05 19:00:00,22,20,45,5,94.26
2019-05-05 20:00:00,27,26,50,8,82.87
2019-05-05 21:00:00,24,21,39,4,85.52
2019-05-05 22:00:00,25,23,45,2,78.68
2019-05-05 23:00:00,35,34,39,5,78.12
2019-05-06 00:00:00,26,22,40,3,78.89
2019-05-06 01:00:00,22,21,45,4,81.42
2019-05-06 02:00:00,21,20,49,3,70.21
2019-05-06 03:00:00,32,31,46,6,79.46
2019-05-06 04:00:00,32,32,48,8,81.5
2019-05-06 05:00:00,29,25,46,5,88.24
2019-05-06 06:00:00,21,19,52,4,74.41
2019-05-06 07:00:00,21,21,48,1,85.65
2019-05-06 08:00:00,26,22,44,6,83.76
2019-05-06 09:00:00,22,20,49,1,73.99
2019-05-06 10:00:00,19,18,45,4,81.34
2019-05-06 11:00:00,22,22,48,4,83.01
2019-05-06 12:00:00,22,20,49,3,86.11
2019-05-06 13:00:00,26,25,52,1,80.14
2019-05-06 14:00:00,32,32,53,10,83.97
2019-05-06 15:00:00,28,26,54,4,78.23
2019-05-06 16:00:00,26,24,50,7,83.96
2019-05-06 17:00:00,23,23,44,9,80.64
2019-05-06 18:00:00,28,28,46,9,76.53
2019-05-06 19:00:00,21,19,41,4,79.52
2019-05-06 20:00:00,24,21,42,1,90.48
2019-05-06 21:00:00,29,28,45,6,78.06
2019-05-06 22:00:00,23,21,48,6,84.55
2019-05-06 23:00:00,28,28,41,9,80.69
2019-05-07 00:00:00,22,20,47,2,82.94
2019-05-07 01:00:00,19,19,37,6,86.56
2019-05-07 02:00:00,20,19,43,5,85.93
2019-05-07 03:00:00,23,23,49,1,77.83
2019-05-07 04:00:00,20,20,44,1,85.35
2019-05-07 05:00:00,24,21,51,2,81.93
2019-05-07 06:00:00,31,31,48,3,87.92
2019-05-07 07:00:00,35,31,35,1,86.65
2019-05-07 08:00:00,25,21,46,8,85.22
2019-05-07 09:00:00,29,26,45,6,89.63
2019-05-07 10:00:00,33,32,51,7,92.6
2019-05-07 11:00:00,23,22,38,2,84.55
2019-05-07 12:00:00,27,27,49,6,79.34
2019-05-07 13:00:00,20,17,52,2,79.88
2019-05-07 14:00:00,25,22,52,9,88.25
2019-05-07 15:00:00,31,28,44,3,76.15
2019-05-07 16:00:00,24,20,49,6,78.61
2019-05-07 17:00:00,23,22,46,1,85.24
2019-05-07 18:00:00,27,23,54,1,76.89
2019-05-07 19:00:00,24,23,49,4,75.26
2019-05-07 20:00:00,21,19,46,9,83.73
2019-05-07 21:00:00,26,26,46,5,82.88
2019-05-07 22:00:00,14,12,39,3,81.36
2019-05-07 23:00:00,18,18,42,0,76.33
2019-05-08 00:00:00,37,37,44,7,83.13
2019-05-08 01:00:00,25,22,48,4,82.76
2019-05-08 02:00:00,20,16,37,2,81.47
2019-05-08 03:00:00,20,16,47,3,78.77
2019-05-08 04:00:00,18,17,41,2,82.92
2019-05-08 05:00:00,25,22,38,2,81.46
2019-05-08 06:00:00,18,14,40,3,85.47
2019-05-08 07:00:00,25,24,45,3,86.56
2019-05-08 08:00:00,22,21,47,4,87.61
2019-05-08 09:00:00,27,26,47,2,86.6
2019-05-08 10:00:00,27,23,43,5,80.48
2019-05-08 11:00:00,21,21,43,3,74.76
2019-05-08 12:00:00,23,20,45,5,80.68
2019-05-08 13:00:00,18,15,36,5,82.55
2019-05-08 14:00:00,29,28,45,4,86.98
2019-05-08 15:00:00,24,23,47,6,80.51
2019-05-08 16:00:00,22,21,39,4,86.2
2019-05-08 17:00:00,27,26,50,5,81.38
2019-05-08 18:00:00,21,20,38,3,82.0
2019-05-08 19:00:00,26,25,47,7,88.94
2019-05-08 20:00:00,35,32,40,10,89.64
2019-05-08 21:00:00,24,23,48,5,74.74
2019-05-08 22:00:00,23,23,45,2,81.08
2019-05-08 23:00:00,24,22,43,3,81.39
2019-05-09 00:00:00,30,26,49,7,75.67
2019-05-09 01:00:00,20,16,37,5,85.97
2019-05-09 02:00:00,22,19,48,4,82.0
2019-05-09 03:00:00,34,30,47,5,87.76
2019-05-09 04:00:00,18,17,45,3,76.01
2019-05-09 05:00:00,24,24,46,4,83.22
2019-05-09 06:00:00,28,25,36,13,75.2
2019-05-09 07:00:00,26,23,44,3,83.47
2019-05-09 08:00:00,25,25,44,5,76.89
2019-05-09 09:00:00,18,17,53,1,78.28
2019-05-09 10:00:00,16,13,41,4,86.28
2019-05-09 11:00:00,24,24,35,4,65.6
2019-05-09 12:00:00,25,24,45,3,84.16
2019-05-09 13:00:00,28,28,44,2,72.77
2019-05-09 14:00:00,28,27,42,5,81.52
2019-05-09 15:00:00,15,11,37,4,74.03
2019-05-09 16:00:00,26,26,40,6,78.03
2019-05-09 17:00:00,21,20,42,7,81.53
2019-05-09 18:00:00,29,27,44,5,79.54
2019-05-09 19:00:00,26,22,35,4,87.5
2019-05-09 20:00:00,23,20,51,7,68.01
2019-05-09 21:00:00,29,29,52,8,84.38
2019-05-09 22:00:00,20,19,39,2,86.22
2019-05-09 23:00:00,25,22,38,4,84.23
2019-05-10 00:00:00,13,10,40,1,72.82
2019-05-10 01:00:00,24,21,48,5,78.08
2019-05-10 02:00:00,28,25,44,8,83.77
2019-05-10 03:00:00,25,24,44,4,77.77
2019-05-10 04:00:00,23,22,53,6,77.33
2019-05-10 05:00:00,38,36,46,6,86.57
2019-05-10 06:00:00,21,19,50,2,80.02
2019-05-10 07:00:00,22,21,49,4,81.65
2019-05-10 08:00:00,12,11,46,4,72.38
2019-05-10 09:00:00,18,16,39,3,78.81
2019-05-10 10:00:00,18,17,45,4,82.22
2019-05-10 11:00:00,22,22,42,3,79.21
2019-05-10 12:00:00,33,33,46,7,83.57
2019-05-10 13:00:00,27,27,49,6,83.71
2019-05-10 14:00:00,26,26,39,5,91.86
2019-05-10 15:00:00,25,22,44,6,81.44
2019-05-10 16:00:00,24,24,50,9,76.52
2019-05-10 17:00:00,24,22,53,3,85.67
2019-05-10 18:00:00,21,18,37,8,85.33
2019-05-10 19:00:00,29,27,43,8,79.64
2019-05-10 20:00:00,24,20,46,8,86.43
2019-05-10 21:00:00,19,15,45,2,77.34
2019-05-10 22:00:00,27,26,41,2,81.91
2019-05-10 23:00:00,26,23,36,7,81.57
2019-05-11 00:00:00,29,29,44,5,78.01
2019-05-11 01:00:00,34,30,38,8,80.0
2019-05-11 02:00:00,19,16,44,1,89.27
2019-05-11 03:00:00,20,20,49,5,77.28
2019-05-11 04:00:00,21,17,50,1,82.26
2019-05-11 05:00:00,31,30,47,8,79.9
2019-05-11 06:00:00,19,17,55,5,77.4
2019-05-11 07:00:00,25,24,53,0,80.48
2019-05-11 08:00:00,28,24,39,2,88.89
2019-05-11 09:00:00,28,26,45,3,73.56
2019-05-11 10:00:00,22,18,51,3,82.82
2019-05-11 11:00:00,27,23,49,5,90.59
2019-05-11 12:00:00,26,26,51,7,70.23
2019-05-11 13:00:00,24,21,45,4,79.1
2019-05-11 14:00:00,33,31,32,10,84.69
2019-05-11 15:00:00,37,36,51,8,69.82
2019-05-11 16:00:00,22,20,47,4,73.31
2019-05-11 17:00:00,19,16,40,3,77.5
2019-05-11 18:00:00,27,24,43,2,78.75
2019-05-11 19:00:00,24,21,46,11,80.28
2019-05-11 20:00:00,24,24,38,4,81.6
2019-05-11 21:00:00,33,29,53,11,77.51
2019-05-11 22:00:00,18,17,43,4,75.96
2019-05-11 23:00:00,18,17,40,5,81.39
2019-05-12 00:00:00,21,20,54,3,86.13
2019-05-12 01:00:00,22,20,39,3,80.02
2019-05-12 02:00:00,35,35,41,5,87.53
2019-05-12 03:00:00,26,26,45,3,79.41
2019-05-12 04:00:00,35,34,45,8,80.64
2019-05-12 05:00:00,24,23,44,6,77.58
2019-05-12 06:00:00,23,20,46,4,83.97
2019-05-12 07:00:00,24,22,43,2,87.33
2019-05-12 08:00:00,37,34,40,8,85.03
2019-05-12 09:00:00,32,28,57,7,78.44
2019-05-12 10:00:00,21,18,54,3,82.45
2019-05-12 11:00:00,24,20,42,3,78.91
2019-05-12 12:00:00,26,22,41,8,82.12
2019-05-12 13:00:00,20,17,48,5,86.67
2019-05-12 14:00:00,20,19,46,6,78.57
2019-05-12 15:00:00,27,24,32,9,84.99
2019-05-12 16:00:00,22,18,41,4,89.25
2019-05-12 17:00:00,34,34,33,5,80.4
2019-05-12 18:00:00,32,28,41,6,80.18
2019-05-12 19:00:00,32,30,48,7,90.84
2019-05-12 20:00:00,15,15,46,3,70.87
2019-05-12 21:00:00,27,24,34,4,83.64
2019-05-12 22:00:00,34,30,43,4,77.39
2019-05-12 23:00:00,19,19,46,1,80.95
2019-05-13 00:00:00,28,27,50,5,85.27
2019-05-13 01:00:00,21,18,45,4,83.09
2019-05-13 02:00:00,23,19,46,1,92.52
2019-05-13 03:00:00,21,19,42,3,88.87
2019-05-13 04:00:00,27,26,41,7,81.9
2019-05-13 05:00:00,22,20,42,0,92.77
2019-05-13 06:00:00,27,27,45,9,82.1
2019-05-13 07:00:00,22,20,37,5,79.52
2019-05-13 08:00:00,23,19,38,4,78.79
2019-05-13 09:00:00,26,22,47,0,85.4
2019-05-13 10:00:00,20,18,44,6,82.74
2019-05-13 11:00:00,26,26,40,6,81.58
2019-05-13 12:00:00,26,22,45,2,81.2
2019-05-13 13:00:00,27,23,41,3,84.55
2019-05-13 14:00:00,26,24,46,5,93.0
2019-05-13 15:00:00,26,24,45,7,82.9
2019-05-13 16:00:00,25,25,43,5,85.89
2019-05-13 17:00:00,25,24,39,5,86.36
2019-05-13 18:00:00,31,28,40,6,75.54
2019-05-13 19:00:00,24,21,41,3,83.8
2019-05-13 20:00:00,16,13,39,5,80.34
2019-05-13 21:00:00,28,26,45,4,75.7
2019-05-13 22:00:00,23,19,46,3,72.85
2019-05-13 23:00:00,23,19,50,7,90.43
2019-05-14 00:00:00,29,28,44,4,86.07
2019-05-14 01:00:00,32,28,45,7,78.36
2019-05-14 02:00:00,18,16,41,6,79.9
2019-05-14 03:00:00,19,19,43,4,81.7
2019-05-14 04:00:00,24,24,46,4,81.91
2019-05-14 05:00:00,22,19,44,3,81.78
2019-05-14 06:00:00,14,11,56,5,79.15
2019-05-14 07:00:00,19,19,40,4,86.01
2019-05-14 08:00:00,29,26,36,10,75.44
2019-05-14 09:00:00,33,30,40,8,76.46
2019-05-14 10:00:00,20,19,52,2,81.63
2019-05-14 11:00:00,17,17,52,3,79.73
2019-05-14 12:00:00,27,26,43,7,77.3
2019-05-14 13:00:00,16,13,45,4,72.24
2019-05-14 14:00:00,25,21,50,6,85.71
2019-05-14 15:00:00,22,19,50,4,76.07
2019-05-14 16:00:00,24,21,33,5,79.48
2019-05-14 17:00:00,21,20,46,5,84.77
2019-05-14 18:00:00,20,18,52,9,80.17
2019-05-14 19:00:00,31,29,47,4,74.15
2019-05-14 20:00:00,26,22,35,1,78.56
2019-05-14 21:00:00,24,21,55,4,90.48
2019-05-14 22:00:00,28,26,48,6,79.9
2019-05-14 23:00:00,24,20,37,3,81.15
2019-05-15 00:00:00,21,18,42,4,86.17
2019-05-15 01:00:00,28,28,48,10,77.42
2019-05-15 02:00:00,40,36,43,9,95.9
2019-05-15 03:00:00,26,24,51,6,82.77
2019-05-15 04:00:00,32,29,49,7,84.99
2019-05-15 05:00:00,19,15,47,0,77.21
2019-05-15 06:00:00,19,18,40,6,78.61
2019-05-15 07:00:00,27,23,46,2,85.17
2019-05-15 08:00:00,20,18,55,3,82.25
2019-05-15 09:00:00,31,28,48,13,79.81
2019-05-15 10:00:00,20,20,48,5,82.82
2019-05-15 11:00:00,22,22,38,2,84.83
2019-05-15 12:00:00,34,30,43,6,92.23
2019-05-15 13:00:00,19,18,45,6,76.3
2019-05-15 14:00:00,20,20,45,4,92.46
2019-05-15 15:00:00,31,30,50,8,89.51
2019-05-15 16:00:00,28,24,39,10,92.5
2019-05-15 17:00:00,29,26,46,9,80.5
2019-05-15 18:00:00,24,21,45,4,84.51
2019-05-15 19:00:00,29,29,51,3,83.76
2019-05-15 20:00:00,32,32,46,6,76.93
2019-05-15 21:00:00,21,21,42,7,73.68
2019-05-15 22:00:00,23,23,34,5,76.73
2019-05-15 23:00:00,27,23,44,4,85.72
2019-05-16 00:00:00,22,21,45,6,79.05
2019-05-16 01:00:00,26,24,44,5,92.49
2019-05-16 02:00:00,23,19,51,5,85.27
2019-05-16 03:00:00,20,20,48,1,83.02
2019-05-16 04:00:00,19,19,42,6,76.79
2019-05-16 05:00:00,25,25,42,4,81.77
2019-05-16 06:00:00,24,22,45,4,80.58
2019-05-16 07:00:00,24,23,39,2,75.96
2019-05-16 08:00:00,21,21,43,5,80.3
2019-05-16 09:00:00,21,18,44,4,91.12
2019-05-16 10:00:00,26,26,41,9,75.32
2019-05-16 11:00:00,24,22,43,4,75.67
2019-05-16 12:00:00,20,18,40,0,72.11
2019-05-16 13:00:00,31,29,57,11,68.4
2019-05-16 14:00:00,33,31,53,8,87.91
2019-05-16 15:00:00,23,19,43,7,87.68
2019-05-16 16:00:00,28,28,39,6,89.35
2019-05-16 17:00:00,30,27,30,3,82.5
2019-05-16 18:00:00,28,24,37,5,79.75
2019-05-16 19:00:00,27,26,49,6,78.56
2019-05-16 20:00:00,22,18,44,3,81.88
2019-05-16 21:00:00,24,24,46,5,83.12
2019-05-16 22:00:00,34,30,47,8,89.8
2019-05-16 23:00:00,23,21,42,6,90.01
2019-05-17 00:00:00,38,34,50,7,84.69
2019-05-17 01:00:00,22,20,47,4,78.7
2019-05-17 02:00:00,18,14,44,3,85.29
2019-05-17 03:00:00,31,30,44,8,76.5
2019-05-17 04:00:00,29,29,50,1,76.66
2019-05-17 05:00:00,23,23,49,5,83.84
2019-05-17 06:00:00,23,19,37,6,78.31
2019-05-17 07:00:00,29,27,51,5,78.94
2019-05-17 08:00:00,23,22,46,5,73.28
2019-05-17 09:00:00,28,26,42,5,80.15
2019-05-17 10:00:00,19,19,40,5,87.81
2019-05-17 11:00:00,26,24,43,6,84.83
2019-05-17 12:00:00,27,26,44,5,83.29
2019-05-17 13:00:00,22,21,40,5,77.16
2019-05-17 14:00:00,25,23,46,8,79.31
2019-05-17 15:00:00,18,15,39,3,71.53
2019-05-17 16:00:00,24,23,32,5,84.41
2019-05-17 17:00:00,19,18,45,3,84.43
2019-05-17 18:00:00,22,19,47,3,85.65
2019-05-17 19:00:00,26,26,49,7,86.86
2019-05-17 20:00:00,16,12,50,4,84.68
2019-05-17 21:00:00,19,15,36,4,76.32
2019-05-17 22:00:00,24,20,46,2,83.54
2019-05-17 23:00:00,20,16,49,6,88.96
2019-05-18 00:00:00,18,18,45,3,82.05
2019-05-18 01:00:00,34,31,44,7,82.95
2019-05-18 02:00:00,31,30,47,7,79.75
2019-05-18 03:00:00,31,31,50,8,85.93
2019-05-18 04:00:00,33,29,45,6,77.85
2019-05-18 05:00:00,27,25,46,7,75.81
2019-05-18 06:00:00,26,22,41,4,86.88
2019-05-18 07:00:00,29,29,40,7,83.13
2019-05-18 08:00:00,29,29,37,2,86.78
2019-05-18 09:00:00,30,29,35,5,73.28
2019-05-18 10:00:00,21,19,47,3,84.71
2019-05-18 11:00:00,39,35,44,7,85.15
2019-05-18 12:00:00,28,26,44,5,86.03
2019-05-18 13:00:00,34,31,48,7,83.89
2019-05-18 14:00:00,37,34,54,9,86.98
2019-05-18 15:00:00,27,26,45,6,75.33
2019-05-18 16:00:00,21,19,38,5,84.9
2019-05-18 17:00:00,23,23,45,7,79.2
2019-05-18 18:00:00,27,23,49,1,86.14
2019-05-18 19:00:00,19,19,36,3,76.73
2019-05-18 20:00:00,29,26,50,3,83.09
2019-05-18 21:00:00,29,27,40,11,83.74
2019-05-18 22:00:00,21,20,52,4,82.22
2019-05-18 23:00:00,24,22,44,2,82.54
2019-05-19 00:00:00,26,23,40,6,78.4
2019-05-19 01:00:00,24,24,47,8,78.12
2019-05-19 02:00:00,31,29,41,3,71.28
2019-05-19 03:00:00,35,33,33,6,80.52
2019-05-19 04:00:00,16,12,43,3,84.03
2019-05-19 05:00:00,28,27,53,2,80.84
2019-05-19 06:00:00,20,19,41,7,75.51
2019-05-19 07:00:00,16,12,36,5,87.54
2019-05-19 08:00:00,24,20,39,8,84.78
2019-05-19 09:00:00,28,25,42,8,82.57
2019-05-19 10:00:00,29,29,52,7,76.9
2019-05-19 11:00:00,26,22,36,7,78.64
2019-05-19 12:00:00,25,22,43,7,85.55
2019-05-19 13:00:00,25,25,38,8,84.31
2019-05-19 14:00:00,22,20,47,5,78.48
2019-05-19 15:00:00,39,35,50,10,74.23
2019-05-19 16:00:00,25,24,47,5,82.55
2019-05-19 17:00:00,24,23,45,7,91.49
2019-05-19 18:00:00,26,24,39,8,76.76
2019-05-19 19:00:00,37,35,42,5,80.89
2019-05-19 20:00:00,25,23,45,7,82.24
2019-05-19 21:00:00,23,20,51,3,81.99
2019-05-19 22:00:00,28,26,38,7,87.85
2019-05-19 23:00:00,28,25,41,5,76.84
2019-05-20 00:00:00,24,20,46,4,90.07
2019-05-20 01:00:00,18,14,51,4,82.94
2019-05-20 02:00:00,30,27,41,6,84.36
2019-05-20 03:00:00,33,33,56,4,80.76
2019-05-20 04:00:00,31,31,41,5,79.49
2019-05-20 05:00:00,22,18,39,4,80.27
2019-05-20 06:00:00,33,29,43,7,81.66
2019-05-20 07:00:00,27,27,40,10,90.14
2019-05-20 08:00:00,23,23,45,6,85.8
2019-05-20 09:00:00,27,24,49,7,81.78
2019-05-20 10:00:00,31,31,48,5,83.76
2019-05-20 11:00:00,26,25,48,4,84.02
2019-05-20 12:00:00,28,28,43,10,69.77
2019-05-20 13:00:00,17,17,45,4,77.62
2019-05-20 14:00:00,25,24,37,10,73.53
2019-05-20 15:00:00,26,24,39,5,81.55
2019-05-20 16:00:00,30,29,49,9,86.7
2019-05-20 17:00:00,18,14,43,4,85.76
2019-05-20 18:00:00,24,20,44,4,83.61
2019-05-20 19:00:00,25,21,46,6,79.3
2019-05-20 20:00:00,27,25,34,9,73.42
2019-05-20 21:00:00,21,19,46,4,83.95
2019-05-20 22:00:00,34,30,42,5,82.8
2019-05-20 23:00:00,31,31,48,9,80.97
2019-05-21 00:00:00,24,21,44,4,81.57
2019-05-21 01:00:00,19,16,40,4,82.76
2019-05-21 02:00:00,15,13,43,3,80.1
2019-05-21 03:00:00,29,27,38,8,82.17
2019-05-21 04:00:00,25,22,51,3,80.53
2019-05-21 05:00:00,31,31,46,7,86.49
2019-05-21 06:00:00,26,26,50,6,78.07
2019-05-21 07:00:00,29,27,49,7,92.33
2019-05-21 08:00:00,19,19,41,3,83.2
2019-05-21 09:00:00,31,28,45,11,75.13
2019-05-21 10:00:00,23,21,46,4,93.45
2019-05-21 11:00:00,33,32,48,7,90.15
2019-05-21 12:00:00,24,22,48,6,70.16
2019-05-21 13:00:00,36,32,42,8,82.78
2019-05-21 14:00:00,31,31,48,7,70.5
2019-05-21 15:00:00,32,32,46,8,73.52
2019-05-21 16:00:00,36,33,40,5,77.82
2019-05-21 17:00:00,32,30,41,8,84.21
2019-05-21 18:00:00,30,27,48,3,81.87
2019-05-21 19:00:00,29,27,44,7,84.87
2019-05-21 20:00:00,20,18,44,8,87.82
2019-05-21 21:00:00,27,26,41,6,73.31
2019-05-21 22:00:00,21,21,50,5,83.27
2019-05-21 23:00:00,27,23,51,6,86.99
2019-05-22 00:00:00,26,22,41,3,74.38
2019-05-22 01:00:00,23,23,49,9,89.64
